action;période;cabinet;budget estimé;clients;"score" de l'action;représentants visés;secteurs;classif

Faire adopter de nouvelles mesures de lutte contre le tabagisme : promouvoir l'interdiction des arômes;01-01-2023-31-12-2023;CNCT;566.0€;['CNCT'];12;["Titulaire d'un emploi à la décision du Gouvernement", 'Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre'];['Santé'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
Article 5.3 Demander l'adoption de règles permettant de protéger les politiques publiques de l'interférence de l'industrie du tabac;01-01-2023-31-12-2023;CNCT;566.0€;['CNCT'];12;["Titulaire d'un emploi à la décision du Gouvernement", 'Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel'];['Santé'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
Exclure le secteur tabac du label Investissement socialement responsable;01-01-2023-31-12-2023;CNCT;471.7€;['CNCT'];10;['Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel'];['Santé'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
Harmoniser la réglementation des produits du tabac dans le domaine des aromes, conditionnements, avertissements sanitaires, fiscalité, ;01-01-2023-31-12-2023;CNCT;471.7€;['CNCT'];10;['Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre'];['Santé'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
Interdire la mise sur le marché de nouveaux produits à la nicotine non thérapeutique ;01-01-2023-31-12-2023;CNCT;471.7€;['CNCT'];10;['Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel'];['Santé'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
Mieux encadrer la distribution au détail des produits du vapotage en interdisant la vente en ligne, en imposant une licence;01-01-2023-31-12-2023;CNCT;471.7€;['CNCT'];10;['Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre'];['Santé'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
Développer les espaces sans tabac avec le développement d'interdictions de fumer;01-01-2023-31-12-2023;CNCT;518.9€;['CNCT'];11;['Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre'];['Santé', 'Environnement'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
Faire interdire la cigarette électronique jetable et inclure les produits du vapotage dans le dispositif pollueur payeur;01-01-2023-31-12-2023;CNCT;471.7€;['CNCT'];10;['Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre'];['Santé', 'Environnement'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
Soutenir l'interdiction des filtres des produits du tabac dans les textes internationaux en discussion par les représentants de la France;01-01-2023-31-12-2023;CNCT;471.7€;['CNCT'];10;['Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel'];['Santé'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
ACTIVITÉS DE CONSEIL POUR DES STRUCTURES PRIVÉES COMPRENANT
DES ÉCHANGES AVEC DES RESPONSABLES PUBLICS NATIONAUX ET
LOCAUX DANS LE DOMAINE DE L'ENVIRONNEMENT (ÉCONOMIE
CIRCULAIRE, RECYCLAGE...);01-01-2023-31-12-2023;ENOTIKO;5000.0€;['ASSOCIATION DES PROFESSIONNELS DE LA LOCATION MEUBLEE', "ASS VAL'HOR", 'BRITISH AMERICAN TOBACCO FRANCE', 'FEDERATION NATIONALE DES BOISSONS', 'COMITE FRANCECLAT', 'VALDELIA'];17;['Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre'];['Sports, loisirs, tourisme', 'Environnement'];prive:67.0;syndicat:0.0;public:33.0;collectivite:0.0
Préparation du PLFSS pour 2024
Demande du maintien des taux de fiscalité du tabac au même niveau;01-01-2023-31-12-2023;AFTF;18750.0€;['BRITISH AMERICAN TOBACCO FRANCE', 'LANDEWYCK FRANCE', 'POESCHL TOBACCO FRANCE', 'SAS TRADITAB', "SOCIETE NATIONALE D'EXPLOITATION INDUSTRIELLE DES TABACS ET ALLUMETTES", 'VON EICKEN FRANCE'];14;['Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre'];['Finances publiques'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Préparation du PLFSS pour 2024
Demande du maintien des taux de fiscalité du tabac au même niveau;01-01-2023-31-12-2023;ASSOCIATION DES FOURNISSEURS DE CIGARES EN FRANCE;45000.0€;["SOCIETE NATIONALE D'EXPLOITATION INDUSTRIELLE DES TABACS ET ALLUMETTES", 'ARNOLD ANDRE', 'DAVIDOFF OF GENEVA FRANCE', 'BURGER SOHNE TRADING AG', 'COPROVA', 'FLOR DE SELVA', 'J.CORTES FRANCE', 'SCANDINAVIAN TOBACCO  GROUP FRANCE', 'VILLIGER FRANCE'];18;['Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre', 'Agent de l’État, d’un centre hospitalier, ou d’une collectivité territoriale'];['Finances publiques'];prive:86.0;syndicat:3.0;public:8.0;collectivite:3.0
Demande de prendre en compte certains formats de blagues, de pots pour les tabacs à pipe, à rouler, à mâcher, à priser et à pipe à eau pour la mise en œuvre de la traçabilité.;01-01-2023-31-12-2023;AFTF;18750.0€;['BRITISH AMERICAN TOBACCO FRANCE', 'LANDEWYCK FRANCE', 'POESCHL TOBACCO FRANCE', 'SAS TRADITAB', "SOCIETE NATIONALE D'EXPLOITATION INDUSTRIELLE DES TABACS ET ALLUMETTES", 'VON EICKEN FRANCE'];14;['Agent de l’État, d’un centre hospitalier, ou d’une collectivité territoriale'];['Défense, sécurité'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Présenter des propositions pour une meilleure prise en charge des maladies du foie;01-01-2023-31-12-2023;FÉDÉRATION SOS HÉPATITES & MALADIES DU FOIE;38000.0€;['FÉDÉRATION SOS HÉPATITES & MALADIES DU FOIE'];11;["Titulaire d'un emploi à la décision du Gouvernement"];['Santé'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Communication d'une note demandant l'instauration d'un moratoire fiscal sur la fiscalité tabac pour les années 2024 et 2025 ;01-01-2023-31-12-2023;ASSOCIATION FRANCAISE DES INDUSTRIELS DU TABAC;2291.7€;['ASSOCIATION FRANCAISE DES INDUSTRIELS DU TABAC'];11;['Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre', 'Agent de l’État, d’un centre hospitalier, ou d’une collectivité territoriale'];['Finances publiques'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Communication d'une note demandant l'instauration d'un cadre réglementaire et d'un régime fiscal spécifique aux produits dits de nouvelle génération ;01-01-2023-31-12-2023;ASSOCIATION FRANCAISE DES INDUSTRIELS DU TABAC;2708.3€;['ASSOCIATION FRANCAISE DES INDUSTRIELS DU TABAC'];13;['Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre', 'Agent de l’État, d’un centre hospitalier, ou d’une collectivité territoriale'];['Finances publiques'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Dans le cadre du PJL Douane, demander au Gouvernement la remise d'un rapport annuel au Parlement relatif au marché parallèle des produits du tabac en France;01-01-2023-31-12-2023;JAPAN TOBACCO INTERNATIONAL;20833.3€;['JAPAN TOBACCO INTERNATIONAL'];12;['Député, sénateur, collaborateur, agents des services des assemblées'];['Economie', 'Concurrence, consommation'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Dans le cadre du PJL Douane, donner aux agents de police municipale le pouvoir de constater l'infraction de vente à la sauvette ;01-01-2023-31-12-2023;JAPAN TOBACCO INTERNATIONAL;20833.3€;['JAPAN TOBACCO INTERNATIONAL'];12;['Député, sénateur, collaborateur, agents des services des assemblées'];['Concurrence, consommation', 'Défense, sécurité'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Dans le cadre du PJL Douane, impliquer davantage les plateformes de partage de contenus en ligne dans la lutte contre la vente illégale de produits du tabac;01-01-2023-31-12-2023;JAPAN TOBACCO INTERNATIONAL;20833.3€;['JAPAN TOBACCO INTERNATIONAL'];12;['Député, sénateur, collaborateur, agents des services des assemblées'];['Concurrence, consommation', 'Numérique'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Lutter contre le marché parallèle des produits du tabac qui affecte les politiques de santé publique et les finances publiques;01-01-2023-31-12-2023;BRITISH AMERICAN TOBACCO FRANCE;47468.4€;['BRITISH AMERICAN TOBACCO FRANCE'];15;["Titulaire d'un emploi à la décision du Gouvernement", 'Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre'];['Economie', 'Finances publiques', 'Défense, sécurité', 'Santé'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
